CustomerID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,JoinDate,LastPaymentDate,CancellationDate
CUST06624,1,Q2,No,0,56,None,No,9.43,No,DSL,125.2,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,60.6,3419.11,7.48,10.99,36.69,2020-04-30,2024-12-21,
CUST06625,1,Q3,No,1,53,Offer D,Yes,37.82,No,DSL,106.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,71.21,3801.61,5.1,11.47,71.97,2020-07-31,2024-12-04,
CUST06626,1,Q2,No,2,45,Offer E,Yes,9.34,Yes,DSL,115.2,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,85.4,3868.37,7.36,4.08,43.97,2021-03-31,2024-12-21,
CUST06627,1,Q2,No,3,41,Offer B,No,29.99,Yes,Cable,82.0,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,42.31,1764.9,7.84,9.56,44.08,2021-07-31,2024-12-21,
CUST06628,1,Q3,No,0,59,Offer D,Yes,21.12,No,No,20.5,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,50.94,3045.56,20.45,2.47,38.34,2020-01-31,2024-12-25,
CUST06629,1,Q2,No,1,33,Offer E,Yes,37.25,Yes,Fiber Optic,166.1,No,No,No,No,Yes,No,Yes,No,Two Year,No,Bank Withdrawal,109.62,3661.01,7.28,4.12,49.52,2022-03-31,2024-12-20,
CUST06630,1,Q3,Yes,0,7,Offer C,No,32.49,Yes,Cable,255.9,No,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,39.83,292.04,3.86,14.65,75.43,2024-05-31,2024-12-24,
CUST06631,1,Q3,Yes,1,34,None,No,30.96,No,Cable,51.8,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,47.97,1663.39,16.79,6.72,75.73,2022-02-28,2024-12-19,
CUST06632,1,Q4,No,2,65,Offer B,Yes,38.01,Yes,No,142.8,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,93.37,6104.66,8.47,14.99,35.55,2019-07-31,2024-12-05,2021-01-17
CUST06633,1,Q1,No,1,63,Offer A,Yes,7.19,No,Fiber Optic,110.5,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,41.17,2606.94,18.21,13.53,45.88,2019-09-30,2024-12-18,
CUST06634,1,Q4,Yes,1,10,None,No,9.0,No,Fiber Optic,297.6,Yes,No,Yes,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,74.81,771.48,7.12,2.68,17.87,2024-02-29,2024-12-05,
CUST06635,1,Q3,No,2,18,Offer D,Yes,29.74,Yes,DSL,90.0,Yes,Yes,No,No,Yes,No,Yes,No,Two Year,Yes,Bank Withdrawal,48.7,897.55,3.26,7.33,22.97,2023-06-30,2024-12-20,
CUST06636,1,Q4,No,1,64,Offer B,Yes,12.33,No,DSL,191.6,Yes,No,No,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,60.23,3870.69,23.63,5.59,64.95,2019-08-31,2024-12-21,2021-12-13
CUST06637,1,Q1,Yes,0,13,Offer A,No,23.41,No,Cable,57.4,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,102.52,1365.05,14.05,3.87,50.3,2023-11-30,2024-12-12,2024-08-25
CUST06638,1,Q1,Yes,2,7,Offer E,Yes,16.03,No,Cable,43.8,No,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,45.16,325.78,7.31,4.87,32.23,2024-05-31,2024-12-17,2024-10-03
CUST06639,1,Q2,Yes,1,15,None,Yes,27.67,No,Fiber Optic,41.7,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,20.77,339.59,15.65,2.63,55.17,2023-09-30,2024-12-08,
CUST06640,1,Q1,Yes,3,9,Offer B,No,39.83,Yes,Cable,207.2,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,83.9,779.79,2.4,14.01,25.12,2024-03-31,2024-12-06,
CUST06641,1,Q1,No,3,40,Offer C,Yes,28.38,No,Fiber Optic,91.3,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Mailed Check,110.06,4416.09,3.7,12.36,61.86,2021-08-31,2024-12-03,2024-02-26
CUST06642,1,Q4,No,2,54,Offer E,No,17.81,Yes,Fiber Optic,290.9,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,79.43,4296.25,11.82,7.33,78.73,2020-06-30,2024-12-16,
CUST06643,1,Q1,No,1,24,Offer D,No,32.73,Yes,Cable,185.6,Yes,Yes,No,No,No,No,Yes,No,One Year,Yes,Credit Card,74.95,1834.57,2.76,1.34,32.67,2022-12-31,2024-12-06,
CUST06644,1,Q1,Yes,2,12,None,Yes,36.19,Yes,Cable,168.6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,26.76,351.6,6.32,12.29,19.1,2023-12-31,2024-12-22,2024-02-20
CUST06645,1,Q1,Yes,0,35,Offer A,No,36.38,Yes,No,48.2,No,No,No,No,No,Yes,No,No,Two Year,No,Credit Card,33.71,1193.07,13.2,9.54,70.26,2022-01-31,2024-12-16,2024-04-25
CUST06646,1,Q3,No,2,67,Offer D,Yes,27.83,Yes,DSL,82.0,Yes,Yes,No,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,43.29,2902.87,6.96,6.93,64.32,2019-05-31,2024-12-03,
CUST06647,1,Q3,No,0,28,Offer D,Yes,21.38,No,Fiber Optic,186.1,Yes,No,Yes,Yes,No,Yes,No,No,Two Year,Yes,Mailed Check,20.37,613.99,19.78,6.14,57.75,2022-08-31,2024-12-22,
CUST06648,1,Q2,No,1,32,Offer B,Yes,27.23,Yes,No,24.9,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Credit Card,60.63,1976.51,12.88,0.9,43.69,2022-04-30,2024-12-13,
CUST06649,1,Q1,Yes,0,27,Offer A,No,20.57,Yes,DSL,116.0,No,No,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card,74.08,2037.92,18.87,10.64,20.16,2022-09-30,2024-12-25,
CUST06650,1,Q3,No,2,18,Offer D,No,21.06,No,DSL,287.0,No,No,No,No,No,No,No,Yes,One Year,No,Mailed Check,69.95,1303.17,16.02,7.85,73.6,2023-06-30,2024-12-16,
CUST06651,1,Q1,No,0,26,None,Yes,12.16,Yes,No,178.2,No,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,No,Credit Card,48.95,1285.91,15.99,0.0,62.81,2022-10-31,2024-12-05,2023-06-02
CUST06652,1,Q3,No,0,37,Offer A,Yes,25.23,Yes,Cable,27.5,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.44,1342.95,21.64,5.54,54.53,2021-11-30,2024-12-19,
CUST06653,1,Q2,No,0,52,None,Yes,11.27,Yes,DSL,178.5,No,No,No,Yes,No,No,No,No,One Year,Yes,Mailed Check,118.22,6193.05,11.88,7.94,8.13,2020-08-31,2024-12-20,2024-05-06
CUST06654,1,Q3,Yes,0,11,Offer D,Yes,36.16,No,DSL,242.2,No,No,No,No,Yes,No,Yes,No,One Year,Yes,Mailed Check,76.16,868.21,8.63,9.17,50.52,2024-01-31,2024-12-20,
CUST06655,1,Q1,Yes,1,67,Offer E,Yes,19.2,No,No,82.4,Yes,Yes,Yes,No,Yes,No,Yes,No,One Year,Yes,Credit Card,42.09,2825.92,23.09,4.82,13.18,2019-05-31,2024-12-25,2024-04-08
CUST06656,1,Q3,No,1,69,None,No,28.62,No,DSL,64.9,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.47,6838.71,3.74,4.79,21.64,2019-03-31,2024-12-19,2024-05-15
CUST06657,1,Q2,No,0,17,Offer D,No,19.06,No,No,119.5,Yes,No,No,No,No,Yes,Yes,No,Two Year,No,Mailed Check,67.15,1162.16,4.87,6.9,38.65,2023-07-31,2024-12-11,
CUST06658,1,Q2,No,1,43,Offer C,Yes,10.03,Yes,Cable,120.6,No,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,40.96,1777.85,24.84,13.94,1.22,2021-05-31,2024-12-15,
CUST06659,1,Q4,Yes,1,12,Offer B,Yes,33.68,Yes,Cable,23.0,No,No,No,No,No,Yes,No,No,Two Year,No,Credit Card,93.33,1135.5,3.24,5.05,77.43,2023-12-31,2024-12-08,
CUST06660,1,Q4,Yes,1,68,Offer E,No,22.1,Yes,Fiber Optic,74.1,Yes,No,Yes,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,93.56,6390.09,3.69,9.57,68.25,2019-04-30,2024-12-11,
CUST06661,1,Q4,Yes,0,16,Offer D,Yes,5.67,No,Cable,200.9,No,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,105.71,1725.4,13.16,11.78,66.71,2023-08-31,2024-12-26,
CUST06662,1,Q1,No,0,33,None,Yes,9.49,No,DSL,236.1,Yes,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,23.45,786.04,1.92,8.44,53.93,2022-03-31,2024-12-05,2024-02-22
CUST06663,1,Q4,Yes,0,34,Offer B,No,13.28,No,Cable,182.7,No,Yes,No,Yes,No,Yes,No,No,Month-to-Month,No,Credit Card,68.53,2362.89,20.7,7.62,45.15,2022-02-28,2024-12-21,
CUST06664,1,Q4,No,2,45,Offer E,No,20.21,Yes,No,217.4,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,63.76,2900.39,2.11,6.9,75.9,2021-03-31,2024-12-24,
CUST06665,1,Q3,Yes,1,32,Offer A,No,30.29,Yes,DSL,192.3,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,112.17,3628.07,11.68,7.23,73.29,2022-04-30,2024-12-10,
CUST06666,1,Q1,Yes,2,37,Offer C,Yes,38.71,Yes,No,30.4,Yes,No,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,59.96,2221.76,12.78,4.82,17.19,2021-11-30,2024-12-11,
CUST06667,1,Q3,No,2,25,Offer E,No,6.81,Yes,No,47.0,Yes,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,110.97,2818.1,11.56,4.69,60.67,2022-11-30,2024-12-15,
CUST06668,1,Q2,Yes,1,49,Offer E,No,25.03,No,No,132.6,No,Yes,No,Yes,No,Yes,No,No,One Year,No,Mailed Check,117.33,5782.26,21.39,12.55,21.77,2020-11-30,2024-12-10,
CUST06669,1,Q2,Yes,1,62,Offer B,No,15.65,Yes,No,206.7,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,116.19,7247.49,19.82,0.73,19.41,2019-10-31,2024-12-25,
CUST06670,1,Q1,Yes,0,60,Offer C,Yes,38.19,No,DSL,137.3,Yes,No,No,No,No,No,No,No,Two Year,No,Mailed Check,112.76,6765.67,15.25,5.0,65.13,2019-12-31,2024-12-17,
CUST06671,1,Q3,No,1,7,Offer A,Yes,25.41,No,Fiber Optic,223.1,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,42.72,300.82,5.19,13.56,66.88,2024-05-31,2024-12-23,2024-07-09
CUST06672,1,Q3,Yes,1,69,Offer D,No,21.67,Yes,Cable,205.6,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,94.69,6560.53,15.36,13.63,62.88,2019-03-31,2024-12-11,
CUST06673,1,Q1,Yes,2,49,Offer C,No,28.17,No,Cable,224.1,Yes,Yes,No,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,65.66,3244.36,0.57,4.66,12.79,2020-11-30,2024-12-22,
CUST06674,1,Q4,No,2,56,Offer B,No,14.23,Yes,No,88.2,No,No,No,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,101.6,5719.14,20.58,13.99,78.27,2020-04-30,2024-12-06,
CUST06675,1,Q3,Yes,1,64,Offer C,Yes,15.1,Yes,DSL,285.8,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,113.31,7280.57,10.68,5.01,44.67,2019-08-31,2024-12-26,
CUST06676,1,Q3,Yes,2,39,Offer A,No,35.41,Yes,Cable,104.0,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,84.99,3330.07,3.34,1.81,72.26,2021-09-30,2024-12-14,
CUST06677,1,Q4,Yes,0,24,Offer A,Yes,29.98,No,Cable,234.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Mailed Check,104.06,2502.66,0.1,13.93,34.03,2022-12-31,2024-12-04,
CUST06678,1,Q4,Yes,1,8,Offer C,No,30.97,Yes,Cable,146.7,No,No,Yes,No,Yes,No,No,No,One Year,No,Credit Card,62.05,542.56,15.69,7.0,14.04,2024-04-30,2024-12-05,2024-07-18
CUST06679,1,Q2,Yes,0,62,None,Yes,22.63,No,No,188.6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.95,6298.55,20.29,5.57,39.52,2019-10-31,2024-12-08,
CUST06680,1,Q1,Yes,0,53,Offer B,No,10.45,Yes,No,101.3,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,37.38,2011.54,9.25,0.02,35.11,2020-07-31,2024-12-02,
CUST06681,1,Q1,Yes,4,61,Offer C,No,22.54,No,Fiber Optic,172.9,Yes,Yes,No,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,21.29,1324.96,2.91,10.23,61.23,2019-11-30,2024-12-13,
CUST06682,1,Q3,Yes,1,24,Offer D,No,13.5,No,DSL,122.3,Yes,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,76.78,1862.73,4.71,8.75,68.2,2022-12-31,2024-12-25,
CUST06683,1,Q4,Yes,2,61,Offer A,Yes,22.63,No,No,256.7,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,81.78,5003.85,15.5,9.95,7.82,2019-11-30,2024-12-02,2023-09-24
CUST06684,1,Q1,No,1,70,None,Yes,15.03,Yes,Fiber Optic,108.8,Yes,No,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,63.98,4486.41,11.51,10.52,29.67,2019-02-28,2024-12-12,
CUST06685,1,Q1,No,0,60,Offer C,No,17.86,No,Fiber Optic,208.6,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,47.63,2885.81,13.34,11.41,71.66,2019-12-31,2024-12-24,
CUST06686,1,Q3,No,2,38,Offer A,No,17.84,No,DSL,244.4,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,61.62,2376.18,4.16,2.98,77.28,2021-10-31,2024-12-26,
CUST06687,1,Q2,No,2,34,Offer C,No,18.33,No,Fiber Optic,159.9,Yes,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Mailed Check,27.39,962.82,1.16,10.41,44.73,2022-02-28,2024-12-25,
CUST06688,1,Q2,Yes,0,69,None,No,27.28,No,Fiber Optic,173.3,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,52.46,3619.77,13.34,14.47,48.53,2019-03-31,2024-12-02,
CUST06689,1,Q4,Yes,2,26,Offer A,No,27.78,Yes,Fiber Optic,37.9,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,Yes,Mailed Check,94.29,2454.11,17.67,6.47,66.96,2022-10-31,2024-12-18,
CUST06690,1,Q2,Yes,0,24,None,No,37.23,No,Fiber Optic,239.6,Yes,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,96.94,2365.38,19.79,11.93,29.81,2022-12-31,2024-12-12,2024-03-06
CUST06691,1,Q1,No,1,19,Offer B,Yes,23.5,Yes,Fiber Optic,39.2,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,71.52,1386.77,16.06,14.31,55.83,2023-05-31,2024-12-07,
CUST06692,1,Q1,Yes,0,54,Offer A,Yes,25.59,No,No,139.5,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,42.82,2346.18,8.54,6.73,52.53,2020-06-30,2024-12-17,
CUST06693,1,Q1,Yes,2,23,Offer B,No,24.44,Yes,No,210.8,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,48.53,1149.65,3.55,8.1,5.41,2023-01-31,2024-12-03,
CUST06694,1,Q2,Yes,3,64,None,Yes,12.66,Yes,Fiber Optic,141.6,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,56.07,3627.1,8.83,8.39,12.94,2019-08-31,2024-12-20,2020-09-23
CUST06695,1,Q2,No,1,63,Offer E,Yes,7.9,No,DSL,224.3,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,67.92,4290.67,23.67,9.63,74.06,2019-09-30,2024-12-16,
CUST06696,1,Q3,No,0,7,Offer D,No,6.67,Yes,DSL,260.4,Yes,No,No,Yes,Yes,No,No,No,One Year,Yes,Mailed Check,49.53,365.37,24.56,1.71,32.4,2024-05-31,2024-12-15,2024-09-06
CUST06697,1,Q4,Yes,1,7,None,No,17.14,Yes,Cable,231.0,No,No,No,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,47.54,376.42,12.46,5.56,20.58,2024-05-31,2024-12-22,
CUST06698,1,Q2,Yes,1,55,Offer E,No,36.08,Yes,Cable,89.8,No,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,68.15,3769.09,10.05,13.13,29.14,2020-05-31,2024-12-13,
CUST06699,1,Q4,No,1,8,Offer C,No,18.47,No,DSL,246.2,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,56.03,474.71,7.01,10.41,20.16,2024-04-30,2024-12-02,
CUST06700,1,Q2,Yes,0,44,None,No,12.05,Yes,No,224.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,92.49,4115.75,9.47,1.6,69.23,2021-04-30,2024-12-12,
CUST06701,1,Q1,Yes,0,26,Offer B,Yes,13.27,Yes,No,225.3,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,119.87,3142.55,7.04,3.36,38.65,2022-10-31,2024-12-03,
CUST06702,1,Q4,No,0,35,Offer E,Yes,28.23,No,DSL,99.5,No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,23.8,857.48,21.72,7.51,52.8,2022-01-31,2024-12-08,
CUST06703,1,Q1,Yes,1,62,Offer C,Yes,9.66,Yes,Fiber Optic,265.9,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,77.15,4791.26,20.82,11.54,10.7,2019-10-31,2024-12-13,
CUST06704,1,Q4,No,1,14,Offer C,Yes,11.75,No,Cable,29.2,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,41.84,607.73,17.01,9.01,77.35,2023-10-31,2024-12-02,
CUST06705,1,Q1,No,2,8,None,No,36.04,Yes,DSL,192.3,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Mailed Check,69.0,595.07,10.84,8.88,31.47,2024-04-30,2024-12-26,
CUST06706,1,Q1,No,0,25,Offer C,No,10.13,No,Cable,118.1,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,67.51,1696.29,9.65,2.85,36.8,2022-11-30,2024-12-09,
CUST06707,1,Q3,No,1,49,None,Yes,10.44,Yes,Cable,283.8,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,87.59,4307.46,19.51,9.78,7.18,2020-11-30,2024-12-23,
CUST06708,1,Q4,No,1,28,Offer D,Yes,25.47,No,DSL,32.9,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,96.0,2733.05,3.46,12.95,35.01,2022-08-31,2024-12-18,
CUST06709,1,Q3,No,1,55,Offer C,Yes,13.46,Yes,DSL,63.7,Yes,No,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,90.02,4999.38,19.17,1.26,29.8,2020-05-31,2024-12-22,2021-05-14
CUST06710,1,Q4,No,2,42,Offer D,No,10.7,No,No,157.6,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,Mailed Check,54.67,2318.08,1.11,3.49,12.53,2021-06-30,2024-12-22,
CUST06711,1,Q1,No,1,65,Offer C,Yes,16.14,No,DSL,261.8,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,24.92,1620.37,1.46,12.23,46.33,2019-07-31,2024-12-08,
CUST06712,1,Q2,Yes,0,10,None,No,36.89,No,DSL,174.9,No,No,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,49.28,538.83,22.07,1.73,61.69,2024-02-29,2024-12-07,
CUST06713,1,Q2,No,1,43,Offer A,Yes,14.75,No,Cable,24.2,No,No,No,No,Yes,Yes,Yes,No,One Year,No,Mailed Check,101.64,4378.48,14.22,9.31,28.67,2021-05-31,2024-12-11,
CUST06714,1,Q3,No,2,53,Offer B,Yes,21.55,No,Fiber Optic,124.8,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,63.53,3398.02,1.22,1.99,26.88,2020-07-31,2024-12-23,
CUST06715,1,Q3,No,0,61,Offer C,Yes,38.63,No,DSL,98.2,No,Yes,No,Yes,No,No,Yes,Yes,Two Year,No,Credit Card,89.77,5501.58,11.82,3.4,46.86,2019-11-30,2024-12-05,
CUST06716,1,Q4,Yes,2,67,Offer E,Yes,33.29,No,DSL,299.4,No,No,No,Yes,No,Yes,No,Yes,Month-to-Month,No,Mailed Check,82.07,5501.44,18.4,5.46,8.95,2019-05-31,2024-12-26,2019-12-10
CUST06717,1,Q4,No,1,62,Offer E,Yes,37.55,Yes,Fiber Optic,274.4,No,Yes,No,No,No,Yes,Yes,No,Two Year,No,Mailed Check,87.86,5470.74,3.2,2.77,61.75,2019-10-31,2024-12-13,
CUST06718,1,Q1,Yes,0,29,Offer B,Yes,37.2,Yes,DSL,127.8,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.12,2777.67,10.73,10.97,66.8,2022-07-31,2024-12-13,2023-01-29
CUST06719,1,Q4,Yes,1,42,Offer E,Yes,32.62,No,Cable,51.6,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Mailed Check,106.71,4518.46,20.85,2.23,12.59,2021-06-30,2024-12-04,
CUST06720,1,Q3,No,0,65,Offer B,Yes,5.77,Yes,Cable,183.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,40.98,2707.9,13.77,14.93,34.97,2019-07-31,2024-12-06,
CUST06721,1,Q1,Yes,2,22,Offer B,Yes,36.91,Yes,Cable,190.0,No,Yes,No,No,Yes,No,No,Yes,Two Year,No,Mailed Check,24.69,549.58,5.92,8.14,56.54,2023-02-28,2024-12-20,
CUST06722,1,Q3,Yes,1,48,Offer C,Yes,16.83,No,DSL,108.6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,71.59,3450.54,10.3,14.06,32.21,2020-12-31,2024-12-22,
CUST06723,1,Q1,Yes,1,17,Offer E,Yes,38.5,No,Fiber Optic,39.5,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,110.85,1903.27,5.11,1.85,75.96,2023-07-31,2024-12-25,
CUST06724,1,Q4,No,0,9,Offer A,No,14.58,Yes,Cable,205.6,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,No,Mailed Check,33.75,323.64,14.44,11.55,78.4,2024-03-31,2024-12-10,
CUST06725,1,Q2,Yes,1,10,Offer C,Yes,29.34,Yes,Fiber Optic,229.3,No,No,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,113.26,1155.7,16.56,7.42,73.2,2024-02-29,2024-12-12,
CUST06726,1,Q2,No,1,12,Offer E,Yes,11.58,Yes,Fiber Optic,153.3,Yes,No,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,106.38,1287.79,21.11,3.87,69.69,2023-12-31,2024-12-26,
CUST06727,1,Q1,Yes,0,60,Offer D,Yes,19.05,No,Cable,56.7,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,116.36,7003.24,4.88,4.16,52.37,2019-12-31,2024-12-22,
CUST06728,1,Q2,No,2,55,None,Yes,16.94,Yes,DSL,175.1,Yes,No,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,49.14,2721.8,13.49,12.22,45.03,2020-05-31,2024-12-11,
CUST06729,1,Q2,Yes,1,43,None,No,10.16,No,DSL,188.3,No,No,Yes,Yes,Yes,No,Yes,No,Two Year,Yes,Mailed Check,61.24,2640.98,24.14,8.3,48.53,2021-05-31,2024-12-25,
CUST06730,1,Q2,No,1,6,Offer B,No,28.71,No,Cable,163.9,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,103.2,620.14,24.77,0.71,50.23,2024-06-30,2024-12-26,
CUST06731,1,Q3,Yes,0,57,Offer E,No,26.64,No,DSL,108.8,No,Yes,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,47.73,2752.93,6.5,7.47,53.1,2020-03-31,2024-12-17,
CUST06732,1,Q4,No,0,26,Offer D,Yes,16.67,No,No,137.4,Yes,Yes,No,Yes,Yes,No,No,No,One Year,No,Credit Card,117.61,3067.49,24.86,0.26,75.07,2022-10-31,2024-12-06,
CUST06733,1,Q2,Yes,2,9,Offer B,No,20.82,Yes,DSL,75.7,Yes,No,No,No,No,No,No,Yes,One Year,No,Mailed Check,33.04,328.24,14.6,9.97,1.27,2024-03-31,2024-12-26,
CUST06734,1,Q1,Yes,1,54,None,No,34.67,No,Cable,273.4,Yes,No,Yes,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,53.59,2899.17,1.34,3.14,74.94,2020-06-30,2024-12-24,
CUST06735,1,Q1,Yes,0,33,Offer E,No,31.39,Yes,Fiber Optic,224.3,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,65.96,2184.68,16.51,11.84,33.59,2022-03-31,2024-12-18,
CUST06736,1,Q1,No,1,14,Offer B,Yes,31.73,No,No,39.5,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Mailed Check,40.17,609.62,17.33,7.19,77.26,2023-10-31,2024-12-03,
CUST06737,1,Q3,Yes,0,58,Offer A,Yes,31.81,Yes,Cable,229.2,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,25.78,1538.72,1.27,8.64,74.71,2020-02-29,2024-12-26,
CUST06738,1,Q4,No,0,53,None,Yes,20.3,Yes,DSL,279.4,No,No,No,Yes,Yes,Yes,No,No,One Year,No,Mailed Check,108.24,5762.31,2.96,12.29,58.34,2020-07-31,2024-12-25,
CUST06739,1,Q3,No,1,50,Offer A,No,13.35,Yes,Cable,295.6,Yes,Yes,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,51.81,2607.66,24.32,2.52,26.92,2020-10-31,2024-12-11,
