CustomerID,Count,Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents
CUST08242,1,female,79,Yes,No,Yes,1
CUST08243,1,Male,81,Yes,No,Yes,0
CUST08244,1,Male,34,No,No,Yes,3
CUST08245,1,female,79,Yes,No,Yes,0
CUST08246,1,FEMALE,52,No,No,Yes,3
CUST08247,1,MALE,30,No,Yes,No,0
CUST08248,1,female,52,No,No,No,0
CUST08249,1,female,60,No,No,No,0
CUST08250,1,Male,19,No,No,Yes,2
CUST08251,1,female,73,Yes,Yes,Yes,1
CUST08252,1,Female,68,Yes,Yes,Yes,1
CUST08253,1,MALE,71,Yes,No,Yes,0
CUST08254,1,Male,33,No,Yes,No,0
CUST08255,1,FEMALE,35,No,No,No,0
CUST08256,1,FEMALE,24,No,Yes,Yes,0
CUST08257,1,FEMALE,62,Yes,No,Yes,3
CUST08258,1,FEMALE,53,No,Yes,Yes,1
CUST08259,1,FEMALE,58,No,Yes,No,0
CUST08260,1,Male,59,No,Yes,Yes,3
CUST08261,1,Female,24,No,Yes,No,0
CUST08262,1,Female,32,No,Yes,No,0
CUST08263,1,FEMALE,77,Yes,Yes,Yes,1
CUST08264,1,Female,57,No,Yes,Yes,1
CUST08265,1,MALE,54,No,Yes,Yes,0
CUST08266,1,Female,83,Yes,No,No,0
CUST08267,1,female,72,Yes,No,No,0
CUST08268,1,FEMALE,73,Yes,No,No,0
CUST08269,1,female,61,No,No,No,0
CUST08270,1,female,74,Yes,No,No,0
CUST08271,1,FEMALE,23,No,No,No,0
CUST08272,1,Male,49,No,Yes,Yes,1
CUST08273,1,Female,35,No,Yes,Yes,2
CUST08274,1,MALE,24,No,Yes,Yes,0
CUST08275,1,Male,25,No,No,No,0
CUST08276,1,MALE,81,Yes,Yes,Yes,2
CUST08277,1,FEMALE,24,No,Yes,Yes,2
CUST08278,1,Female,58,No,Yes,Yes,3
CUST08279,1,Male,57,No,Yes,No,0
CUST08280,1,FEMALE,20,No,No,Yes,3
CUST08281,1,Male,34,No,Yes,Yes,3
CUST08282,1,female,83,Yes,Yes,No,0
CUST08283,1,Female,69,Yes,No,Yes,0
CUST08284,1,Female,39,No,No,Yes,1
CUST08285,1,FEMALE,21,No,No,No,0
CUST08286,1,FEMALE,23,No,Yes,Yes,2
CUST08287,1,FEMALE,55,No,Yes,No,0
CUST08288,1,Female,43,No,Yes,No,0
CUST08289,1,female,28,No,No,Yes,3
CUST08290,1,Female,34,No,Yes,No,0
CUST08291,1,FEMALE,48,No,No,Yes,3
CUST08292,1,MALE,52,No,No,Yes,1
CUST08293,1,female,33,No,No,Yes,3
CUST08294,1,Female,35,No,Yes,Yes,2
CUST08295,1,MALE,79,Yes,No,Yes,0
CUST08296,1,female,44,No,No,No,0
CUST08297,1,Female,52,No,Yes,No,0
CUST08298,1,FEMALE,62,No,No,Yes,3
CUST08299,1,Female,52,No,No,No,0
CUST08300,1,female,45,No,Yes,Yes,1
CUST08301,1,FEMALE,26,No,Yes,Yes,2
CUST08302,1,Male,32,No,No,Yes,2
CUST08303,1,MALE,38,No,No,Yes,0
CUST08304,1,FEMALE,69,Yes,Yes,No,0
CUST08305,1,FEMALE,52,No,No,Yes,2
CUST08306,1,female,68,Yes,No,Yes,0
CUST08307,1,female,72,Yes,No,Yes,2
CUST08308,1,MALE,61,No,No,Yes,1
CUST08309,1,female,82,Yes,Yes,No,0
CUST08310,1,FEMALE,42,No,No,Yes,0
CUST08311,1,MALE,64,No,No,No,0
CUST08312,1,MALE,73,Yes,Yes,No,0
CUST08313,1,Female,55,No,No,No,0
CUST08314,1,FEMALE,28,No,No,No,0
CUST08315,1,FEMALE,84,Yes,No,Yes,2
CUST08316,1,female,32,No,No,No,0
CUST08317,1,FEMALE,18,No,Yes,No,0
CUST08318,1,female,24,No,Yes,No,0
CUST08319,1,FEMALE,18,No,No,No,0
CUST08320,1,Female,66,Yes,Yes,No,0
CUST08321,1,FEMALE,46,No,Yes,Yes,2
CUST08322,1,Female,43,No,Yes,Yes,3
CUST08323,1,FEMALE,62,No,No,No,0
CUST08324,1,FEMALE,29,No,No,No,0
CUST08325,1,Male,49,No,Yes,Yes,1
CUST08326,1,FEMALE,37,No,Yes,No,0
CUST08327,1,Female,68,Yes,Yes,Yes,3
CUST08328,1,MALE,53,No,Yes,No,0
CUST08329,1,Female,84,Yes,Yes,No,0
CUST08330,1,FEMALE,18,No,Yes,Yes,3
CUST08331,1,female,44,No,Yes,No,0
CUST08332,1,Male,57,No,No,No,0
CUST08333,1,female,31,No,No,Yes,2
CUST08334,1,Male,23,No,No,No,0
CUST08335,1,Male,50,No,No,Yes,0
CUST08336,1,female,72,Yes,Yes,No,0
CUST08337,1,FEMALE,36,No,No,Yes,2
CUST08338,1,Female,46,No,Yes,No,0
CUST08339,1,female,78,Yes,No,Yes,2
CUST08340,1,MALE,41,No,No,Yes,1
CUST08341,1,Male,40,No,Yes,Yes,1
CUST08342,1,Female,27,No,Yes,No,0
CUST08343,1,MALE,71,Yes,No,No,0
CUST08344,1,Female,58,No,No,Yes,2
CUST08345,1,FEMALE,66,Yes,No,No,0
CUST08346,1,MALE,34,No,No,Yes,1
CUST08347,1,female,73,Yes,No,No,0
CUST08348,1,Female,62,No,Yes,Yes,3
CUST08349,1,female,47,No,Yes,No,0
CUST08350,1,female,61,No,Yes,No,0
CUST08351,1,Female,72,Yes,Yes,No,0
CUST08352,1,Female,36,No,Yes,No,0
CUST08353,1,Male,46,No,Yes,No,0
CUST08354,1,Male,19,No,No,No,0
CUST08355,1,MALE,53,No,Yes,No,0
CUST08356,1,MALE,36,No,No,No,0
CUST08357,1,MALE,24,No,No,Yes,2
CUST08358,1,Male,43,No,No,Yes,3
CUST08359,1,female,55,No,No,Yes,2
CUST08360,1,FEMALE,20,No,No,No,0
CUST08361,1,FEMALE,83,Yes,No,No,0
CUST08362,1,Female,60,No,No,Yes,3
CUST08363,1,Male,79,Yes,No,Yes,0
CUST08364,1,Female,41,No,Yes,Yes,2
CUST08365,1,FEMALE,56,No,Yes,Yes,0
CUST08366,1,Female,61,No,No,Yes,0
CUST08367,1,Male,22,No,No,Yes,2
CUST08368,1,Male,72,Yes,Yes,Yes,1
CUST08369,1,Male,47,No,No,Yes,2
CUST08370,1,FEMALE,46,No,Yes,Yes,2
CUST08371,1,Male,43,No,No,Yes,1
CUST08372,1,MALE,43,No,No,No,0
CUST08373,1,MALE,54,No,No,No,0
CUST08374,1,Male,70,Yes,No,No,0
CUST08375,1,MALE,47,No,No,Yes,3
CUST08376,1,Male,20,No,Yes,Yes,1
CUST08377,1,FEMALE,60,No,No,No,0
CUST08378,1,MALE,24,No,No,No,0
CUST08379,1,FEMALE,66,Yes,Yes,Yes,3
CUST08380,1,MALE,58,No,No,No,0
CUST08381,1,female,71,Yes,Yes,No,0
CUST08382,1,female,44,No,Yes,No,0
CUST08383,1,FEMALE,25,No,Yes,No,0
CUST08384,1,MALE,49,No,No,No,0
CUST08385,1,female,81,Yes,Yes,No,0
CUST08386,1,Male,27,No,No,No,0
CUST08387,1,Female,30,No,No,No,0
CUST08388,1,female,80,Yes,No,No,0
CUST08389,1,female,52,No,Yes,Yes,0
CUST08390,1,Male,78,Yes,Yes,No,0
CUST08391,1,female,71,Yes,No,Yes,2
CUST08392,1,female,25,No,No,Yes,1
CUST08393,1,female,46,No,Yes,Yes,1
CUST08394,1,MALE,58,No,No,No,0
CUST08395,1,female,47,No,Yes,No,0
CUST08396,1,Female,38,No,No,No,0
CUST08397,1,MALE,28,No,Yes,No,0
CUST08398,1,MALE,19,No,Yes,No,0
CUST08399,1,FEMALE,67,Yes,Yes,No,0
CUST08400,1,female,58,No,Yes,No,0
CUST08401,1,Female,83,Yes,No,No,0
CUST08402,1,Female,20,No,Yes,No,0
CUST08403,1,FEMALE,68,Yes,No,Yes,3
CUST08404,1,Female,42,No,Yes,No,0
CUST08405,1,MALE,47,No,Yes,No,0
CUST08406,1,Male,28,No,No,No,0
CUST08407,1,MALE,34,No,Yes,Yes,0
CUST08408,1,Male,43,No,No,No,0
CUST08409,1,Female,40,No,No,No,0
CUST08410,1,female,73,Yes,Yes,Yes,2
CUST08411,1,Male,69,Yes,No,No,0
CUST08412,1,MALE,65,Yes,No,Yes,1
CUST08413,1,MALE,37,No,Yes,Yes,3
CUST08414,1,MALE,19,No,No,No,0
CUST08415,1,MALE,48,No,No,No,0
CUST08416,1,FEMALE,44,No,Yes,Yes,0
CUST08417,1,Female,19,No,No,No,0
CUST08418,1,female,21,No,Yes,Yes,0
CUST08419,1,FEMALE,30,No,No,No,0
CUST08420,1,Female,52,No,Yes,Yes,3
CUST08421,1,Male,83,Yes,No,No,0
CUST08422,1,FEMALE,23,No,No,Yes,0
CUST08423,1,FEMALE,48,No,Yes,Yes,3
CUST08424,1,FEMALE,27,No,No,Yes,3
CUST08425,1,FEMALE,38,No,Yes,No,0
CUST08426,1,Male,40,No,No,Yes,3
CUST08427,1,MALE,20,No,Yes,No,0
CUST08428,1,FEMALE,49,No,Yes,No,0
CUST08429,1,Female,37,No,No,Yes,0
CUST08430,1,MALE,46,No,Yes,Yes,2
CUST08431,1,Male,69,Yes,Yes,No,0
CUST08432,1,female,63,No,No,Yes,2
CUST08433,1,Male,51,No,No,Yes,1
CUST08434,1,female,78,Yes,Yes,No,0
CUST08435,1,Female,28,No,Yes,Yes,3
CUST08436,1,female,80,Yes,Yes,No,0
CUST08437,1,FEMALE,38,No,No,Yes,1
CUST08438,1,MALE,20,No,Yes,Yes,1
CUST08439,1,MALE,27,No,Yes,No,0
CUST08440,1,FEMALE,44,No,Yes,Yes,1
CUST08441,1,MALE,29,No,No,No,0
CUST08442,1,Male,24,No,Yes,Yes,3
CUST08443,1,FEMALE,34,No,Yes,Yes,1
CUST08444,1,FEMALE,82,Yes,No,No,0
CUST08445,1,MALE,81,Yes,Yes,No,0
CUST08446,1,female,43,No,No,No,0
CUST08447,1,Female,32,No,Yes,No,0
CUST08448,1,female,50,No,No,No,0
CUST08449,1,Male,79,Yes,No,Yes,3
CUST08450,1,FEMALE,64,No,Yes,No,0
CUST08451,1,FEMALE,52,No,Yes,No,0
CUST08452,1,Male,82,Yes,No,No,0
CUST08453,1,Female,42,No,No,No,0
CUST08454,1,FEMALE,74,Yes,Yes,No,0
CUST08455,1,female,49,No,Yes,No,0
CUST08456,1,Male,80,Yes,No,No,0
CUST08457,1,FEMALE,29,No,Yes,Yes,0
CUST08458,1,female,80,Yes,Yes,No,0
CUST08459,1,Male,18,No,Yes,Yes,3
CUST08460,1,Male,68,Yes,Yes,Yes,3
CUST08461,1,Male,25,No,No,Yes,3
CUST08462,1,Female,22,No,Yes,Yes,2
CUST08463,1,Male,56,No,Yes,No,0
CUST08464,1,MALE,40,No,No,No,0
CUST08465,1,MALE,69,Yes,No,Yes,0
CUST08466,1,Male,21,No,Yes,No,0
CUST08467,1,FEMALE,64,No,Yes,Yes,3
CUST08468,1,MALE,38,No,No,Yes,2
CUST08469,1,female,73,Yes,Yes,Yes,3
CUST08470,1,female,83,Yes,No,Yes,0
CUST08471,1,FEMALE,76,Yes,Yes,Yes,0
CUST08472,1,female,24,No,Yes,No,0
CUST08473,1,FEMALE,66,Yes,Yes,No,0
CUST08474,1,female,33,No,Yes,No,0
CUST08475,1,Male,34,No,Yes,No,0
CUST08476,1,female,51,No,Yes,No,0
CUST08477,1,Male,50,No,No,Yes,1
CUST08478,1,female,43,No,Yes,No,0
CUST08479,1,female,83,Yes,Yes,Yes,2
CUST08480,1,female,80,Yes,Yes,No,0
CUST08481,1,Male,58,No,Yes,Yes,3
CUST08482,1,female,75,Yes,No,Yes,3
CUST08483,1,female,27,No,No,Yes,2
CUST08484,1,Female,32,No,Yes,Yes,2
CUST08485,1,Male,59,No,Yes,Yes,1
CUST08486,1,MALE,74,Yes,No,Yes,1
CUST08487,1,FEMALE,34,No,Yes,No,0
CUST08488,1,Female,77,Yes,Yes,No,0
CUST08489,1,female,26,No,No,Yes,1
CUST08490,1,MALE,53,No,No,Yes,1
CUST08491,1,MALE,53,No,Yes,No,0
CUST08492,1,female,65,Yes,Yes,Yes,0
CUST08493,1,female,68,Yes,No,No,0
CUST08494,1,Female,39,No,No,Yes,2
CUST08495,1,Male,23,No,Yes,No,0
CUST08496,1,Female,43,No,Yes,Yes,1
CUST08497,1,Male,20,No,No,No,0
CUST08498,1,MALE,69,Yes,Yes,No,0
CUST08499,1,FEMALE,77,Yes,No,No,0
CUST08500,1,female,80,Yes,No,Yes,3
CUST08501,1,Female,82,Yes,No,No,0
CUST08502,1,MALE,69,Yes,Yes,No,0
CUST08503,1,Female,31,No,No,Yes,3
CUST08504,1,Male,45,No,No,Yes,1
CUST08505,1,female,27,No,Yes,Yes,1
CUST08506,1,Male,74,Yes,No,No,0
CUST08507,1,Male,83,Yes,No,Yes,3
CUST08508,1,Male,67,Yes,Yes,No,0
CUST08509,1,MALE,31,No,No,No,0
CUST08510,1,female,33,No,Yes,No,0
CUST08511,1,FEMALE,71,Yes,Yes,No,0
CUST08512,1,Female,60,No,No,No,0
CUST08513,1,Male,59,No,No,Yes,1
CUST08514,1,female,39,No,No,Yes,2
CUST08515,1,Female,36,No,No,Yes,0
CUST08516,1,female,83,Yes,No,Yes,3
CUST08517,1,Female,56,No,Yes,Yes,0
CUST08518,1,female,36,No,Yes,Yes,1
CUST08519,1,FEMALE,33,No,No,Yes,0
CUST08520,1,female,71,Yes,No,No,0
CUST08521,1,female,42,No,Yes,No,0
CUST08522,1,Male,35,No,No,No,0
CUST08523,1,Male,40,No,No,No,0
CUST08524,1,Male,28,No,No,No,0
CUST08525,1,female,56,No,Yes,Yes,1
CUST08526,1,FEMALE,42,No,Yes,Yes,1
CUST08527,1,Female,80,Yes,Yes,Yes,3
CUST08528,1,Male,47,No,Yes,No,0
CUST08529,1,MALE,62,No,No,Yes,2
CUST08530,1,female,78,Yes,No,No,0
CUST08531,1,FEMALE,68,Yes,No,No,0
CUST08532,1,FEMALE,26,No,Yes,Yes,0
CUST08533,1,Male,19,No,No,No,0
CUST08534,1,Male,22,No,Yes,No,0
CUST08535,1,MALE,79,Yes,No,Yes,0
CUST08536,1,MALE,69,Yes,Yes,Yes,1
CUST08537,1,Male,22,No,No,Yes,2
CUST08538,1,Female,76,Yes,No,Yes,1
CUST08539,1,Male,26,No,No,No,0
CUST08540,1,Male,39,No,No,Yes,3
CUST08541,1,FEMALE,44,No,No,Yes,3
CUST08542,1,Male,27,No,No,Yes,2
CUST08543,1,Male,78,Yes,No,Yes,0
CUST08544,1,Male,68,Yes,No,No,0
CUST08545,1,Female,27,No,No,No,0
CUST08546,1,FEMALE,23,No,Yes,No,0
CUST08547,1,female,79,Yes,Yes,Yes,2
CUST08548,1,female,22,No,Yes,Yes,0
CUST08549,1,female,80,Yes,Yes,No,0
CUST08550,1,female,73,Yes,Yes,No,0
CUST08551,1,FEMALE,76,Yes,Yes,Yes,0
CUST08552,1,Male,80,Yes,No,No,0
CUST08553,1,female,76,Yes,No,Yes,0
CUST08554,1,Male,68,Yes,Yes,Yes,1
CUST08555,1,female,67,Yes,Yes,No,0
CUST08556,1,Female,21,No,No,No,0
CUST08557,1,Male,65,Yes,No,Yes,1
CUST08558,1,FEMALE,49,No,No,Yes,2
CUST08559,1,Female,68,Yes,No,No,0
CUST08560,1,Female,69,Yes,Yes,No,0
CUST08561,1,FEMALE,51,No,Yes,No,0
CUST08562,1,Female,53,No,No,Yes,1
CUST08563,1,Male,60,No,Yes,No,0
CUST08564,1,MALE,33,No,Yes,No,0
CUST08565,1,MALE,76,Yes,No,No,0
CUST08566,1,female,70,Yes,No,Yes,1
CUST08567,1,female,36,No,No,Yes,3
CUST08568,1,Male,58,No,No,Yes,2
CUST08569,1,FEMALE,64,No,Yes,Yes,0
CUST08570,1,Male,71,Yes,No,Yes,2
CUST08571,1,female,72,Yes,No,No,0
CUST08572,1,Female,36,No,Yes,Yes,1
CUST08573,1,Male,79,Yes,No,No,0
CUST08574,1,Male,76,Yes,No,Yes,0
CUST08575,1,FEMALE,82,Yes,Yes,Yes,3
CUST08576,1,female,45,No,No,Yes,2
CUST08577,1,Male,35,No,No,No,0
CUST08578,1,Female,43,No,Yes,Yes,3
CUST08579,1,Female,36,No,No,No,0
CUST08580,1,MALE,72,Yes,No,No,0
CUST08581,1,female,74,Yes,Yes,Yes,0
CUST08582,1,Female,23,No,Yes,No,0
CUST08583,1,FEMALE,18,No,No,No,0
CUST08584,1,female,25,No,No,Yes,1
CUST08585,1,Female,68,Yes,No,No,0
CUST08586,1,Male,42,No,No,Yes,3
CUST08587,1,female,64,No,Yes,Yes,1
CUST08588,1,Female,72,Yes,Yes,No,0
CUST08589,1,Male,81,Yes,Yes,No,0
CUST08590,1,MALE,27,No,No,No,0
CUST08591,1,female,73,Yes,Yes,No,0
CUST08592,1,female,29,No,No,Yes,2
CUST08593,1,Female,50,No,No,Yes,0
CUST08594,1,MALE,34,No,Yes,No,0
CUST08595,1,FEMALE,78,Yes,Yes,Yes,1
CUST08596,1,Female,27,No,Yes,No,0
CUST08597,1,Female,48,No,No,Yes,0
CUST08598,1,FEMALE,77,Yes,Yes,No,0
CUST08599,1,FEMALE,34,No,No,No,0
CUST08600,1,FEMALE,67,Yes,Yes,No,0
CUST08601,1,FEMALE,54,No,No,No,0
CUST08602,1,FEMALE,79,Yes,Yes,Yes,2
CUST08603,1,Male,46,No,No,Yes,2
CUST08604,1,Male,49,No,No,No,0
CUST08605,1,FEMALE,28,No,Yes,No,0
CUST08606,1,MALE,23,No,No,Yes,2
CUST08607,1,MALE,52,No,Yes,No,0
CUST08608,1,FEMALE,50,No,No,Yes,1
CUST08609,1,Male,35,No,Yes,No,0
CUST08610,1,MALE,54,No,Yes,No,0
CUST08611,1,Male,30,No,No,Yes,1
CUST08612,1,Female,81,Yes,Yes,Yes,3
CUST08613,1,Male,18,No,No,Yes,1
CUST08614,1,FEMALE,80,Yes,No,Yes,1
CUST08615,1,female,51,No,Yes,No,0
CUST08616,1,FEMALE,27,No,Yes,No,0
CUST08617,1,Female,24,No,No,Yes,3
CUST08618,1,Male,73,Yes,No,Yes,3
CUST08619,1,MALE,54,No,No,No,0
CUST08620,1,FEMALE,46,No,No,No,0
CUST08621,1,MALE,29,No,No,No,0
CUST08622,1,Male,34,No,Yes,Yes,2
CUST08623,1,Female,65,Yes,Yes,Yes,1
CUST08624,1,FEMALE,43,No,No,No,0
CUST08625,1,MALE,29,No,No,Yes,1
CUST08626,1,FEMALE,38,No,No,No,0
CUST08627,1,FEMALE,59,No,Yes,No,0
CUST08628,1,MALE,78,Yes,Yes,Yes,1
CUST08629,1,Female,75,Yes,Yes,No,0
CUST08630,1,FEMALE,71,Yes,No,Yes,2
CUST08631,1,Female,51,No,Yes,No,0
CUST08632,1,Female,24,No,Yes,No,0
CUST08633,1,Male,52,No,Yes,Yes,2
CUST08634,1,MALE,32,No,Yes,No,0
CUST08635,1,Male,82,Yes,No,No,0
CUST08636,1,female,42,No,No,No,0
CUST08637,1,Male,76,Yes,Yes,No,0
CUST08638,1,FEMALE,23,No,Yes,No,0
CUST08639,1,FEMALE,69,Yes,No,No,0
CUST08640,1,FEMALE,38,No,No,No,0
CUST08641,1,female,49,No,Yes,Yes,3
CUST08642,1,Female,70,Yes,Yes,No,0
CUST08643,1,FEMALE,76,Yes,Yes,Yes,1
CUST08644,1,Male,79,Yes,No,No,0
CUST08645,1,Female,21,No,Yes,Yes,0
CUST08646,1,Male,35,No,No,No,0
CUST08647,1,Male,73,Yes,Yes,Yes,0
CUST08648,1,FEMALE,41,No,Yes,No,0
CUST08649,1,Male,83,Yes,No,Yes,3
CUST08650,1,female,30,No,Yes,No,0
CUST08651,1,Female,79,Yes,Yes,No,0
CUST08652,1,FEMALE,71,Yes,Yes,No,0
CUST08653,1,FEMALE,32,No,Yes,No,0
CUST08654,1,Male,20,No,Yes,No,0
CUST08655,1,Male,54,No,No,No,0
CUST08656,1,MALE,54,No,Yes,No,0
CUST08657,1,MALE,20,No,No,Yes,3
CUST08658,1,FEMALE,80,Yes,No,Yes,1
CUST08659,1,FEMALE,52,No,No,No,0
CUST08660,1,Male,69,Yes,No,Yes,3
CUST08661,1,female,45,No,Yes,Yes,3
CUST08662,1,female,35,No,No,No,0
CUST08663,1,Male,53,No,No,Yes,1
CUST08664,1,MALE,50,No,No,No,0
CUST08665,1,MALE,81,Yes,No,No,0
CUST08666,1,female,43,No,No,No,0
CUST08667,1,FEMALE,65,Yes,No,Yes,1
CUST08668,1,Male,57,No,No,No,0
CUST08669,1,FEMALE,34,No,Yes,Yes,2
CUST08670,1,MALE,57,No,Yes,No,0
CUST08671,1,female,24,No,Yes,No,0
CUST08672,1,FEMALE,74,Yes,No,Yes,3
CUST08673,1,MALE,25,No,Yes,No,0
CUST08674,1,MALE,73,Yes,No,No,0
CUST08675,1,MALE,48,No,Yes,No,0
CUST08676,1,FEMALE,76,Yes,Yes,Yes,0
CUST08677,1,Female,75,Yes,Yes,No,0
CUST08678,1,female,29,No,Yes,Yes,2
CUST08679,1,MALE,65,Yes,No,No,0
CUST08680,1,FEMALE,48,No,Yes,Yes,0
CUST08681,1,Male,80,Yes,No,Yes,3
CUST08682,1,female,56,No,Yes,No,0
CUST08683,1,Male,37,No,Yes,Yes,2
CUST08684,1,Male,65,Yes,No,No,0
CUST08685,1,FEMALE,71,Yes,No,No,0
CUST08686,1,Female,46,No,No,No,0
CUST08687,1,FEMALE,65,Yes,No,Yes,2
CUST08688,1,FEMALE,73,Yes,No,Yes,1
CUST08689,1,female,34,No,Yes,Yes,3
CUST08690,1,FEMALE,26,No,No,No,0
CUST08691,1,female,51,No,No,No,0
CUST08692,1,MALE,62,No,No,No,0
CUST08693,1,female,26,No,No,No,0
CUST08694,1,FEMALE,24,No,No,Yes,1
CUST08695,1,MALE,33,No,No,Yes,3
CUST08696,1,MALE,36,No,Yes,Yes,3
CUST08697,1,Female,23,No,No,Yes,3
CUST08698,1,FEMALE,28,No,No,Yes,3
CUST08699,1,Male,78,Yes,Yes,Yes,1
CUST08700,1,FEMALE,59,No,Yes,Yes,3
CUST08701,1,Male,30,No,Yes,Yes,3
CUST08702,1,Female,29,No,Yes,No,0
CUST08703,1,FEMALE,37,No,Yes,No,0
CUST08704,1,Female,67,Yes,Yes,Yes,2
CUST08705,1,Male,53,No,No,Yes,1
CUST08706,1,female,54,No,Yes,Yes,2
CUST08707,1,FEMALE,29,No,No,No,0
CUST08708,1,MALE,57,No,Yes,Yes,2
CUST08709,1,MALE,71,Yes,Yes,Yes,3
CUST08710,1,Female,19,No,Yes,Yes,1
CUST08711,1,female,67,Yes,No,Yes,1
CUST08712,1,MALE,58,No,Yes,Yes,3
CUST08713,1,MALE,62,No,Yes,Yes,2
CUST08714,1,FEMALE,26,No,Yes,No,0
CUST08715,1,MALE,79,Yes,Yes,No,0
CUST08716,1,Male,64,No,Yes,No,0
CUST08717,1,Female,22,No,Yes,No,0
CUST08718,1,MALE,18,No,No,No,0
CUST08719,1,FEMALE,61,No,Yes,No,0
CUST08720,1,Male,39,No,Yes,Yes,3
CUST08721,1,MALE,55,No,Yes,No,0
CUST08722,1,Female,36,No,Yes,Yes,0
CUST08723,1,Female,48,No,Yes,No,0
CUST08724,1,Female,84,Yes,No,Yes,0
CUST08725,1,MALE,59,No,Yes,No,0
CUST08726,1,Male,43,No,No,Yes,3
CUST08727,1,female,30,No,No,No,0
CUST08728,1,Female,75,Yes,Yes,No,0
CUST08729,1,Male,35,No,Yes,Yes,3
CUST08730,1,FEMALE,84,Yes,Yes,No,0
CUST08731,1,FEMALE,20,No,No,No,0
CUST08732,1,Male,72,Yes,No,No,0
CUST08733,1,FEMALE,75,Yes,Yes,Yes,2
CUST08734,1,FEMALE,80,Yes,Yes,Yes,1
CUST08735,1,Female,69,Yes,No,Yes,1
CUST08736,1,MALE,41,No,No,Yes,3
CUST08737,1,MALE,26,No,No,No,0
CUST08738,1,MALE,54,No,Yes,Yes,3
CUST08739,1,MALE,70,Yes,Yes,No,0
CUST08740,1,Male,41,No,Yes,No,0
CUST08741,1,Female,38,No,No,No,0
CUST08742,1,Male,57,No,Yes,No,0
CUST08743,1,FEMALE,79,Yes,Yes,Yes,3
CUST08744,1,Female,31,No,No,No,0
CUST08745,1,female,59,No,Yes,No,0
CUST08746,1,MALE,67,Yes,No,No,0
CUST08747,1,FEMALE,78,Yes,Yes,Yes,1
CUST08748,1,MALE,21,No,Yes,No,0
CUST08749,1,MALE,34,No,Yes,No,0
CUST08750,1,MALE,74,Yes,Yes,No,0
CUST08751,1,female,65,Yes,Yes,No,0
CUST08752,1,FEMALE,61,Yes,Yes,No,0
CUST08753,1,MALE,62,No,Yes,Yes,3
CUST08754,1,MALE,50,No,No,Yes,2
CUST08755,1,Female,48,No,No,No,0
CUST08756,1,MALE,64,No,Yes,No,0
CUST08757,1,Female,23,No,No,No,0
CUST08758,1,FEMALE,51,No,No,Yes,1
CUST08759,1,FEMALE,70,Yes,Yes,No,0
CUST08760,1,FEMALE,31,No,No,No,0
CUST08761,1,Female,33,No,Yes,No,0
CUST08762,1,female,60,No,Yes,No,0
CUST08763,1,female,29,No,No,No,0
CUST08764,1,MALE,36,No,Yes,No,0
CUST08765,1,FEMALE,58,No,No,Yes,0
CUST08766,1,Male,70,Yes,No,No,0
CUST08767,1,MALE,46,No,No,No,0
CUST08768,1,female,76,Yes,No,No,0
CUST08769,1,female,81,Yes,No,Yes,0
CUST08770,1,FEMALE,41,No,No,No,0
CUST08771,1,Female,33,No,No,Yes,3
CUST08772,1,MALE,69,Yes,No,Yes,3
CUST08773,1,Female,23,No,Yes,Yes,1
CUST08774,1,female,54,No,Yes,No,0
CUST08775,1,FEMALE,21,No,No,No,0
CUST08776,1,female,55,No,No,Yes,2
CUST08777,1,FEMALE,58,No,No,No,0
CUST08778,1,Male,31,No,Yes,No,0
CUST08779,1,Female,68,Yes,No,No,0
CUST08780,1,MALE,82,Yes,No,Yes,0
CUST08781,1,FEMALE,69,Yes,No,Yes,3
CUST08782,1,Male,47,No,No,No,0
CUST08783,1,Male,74,Yes,No,No,0
CUST08784,1,Female,47,No,No,No,0
CUST08785,1,FEMALE,59,No,No,Yes,1
CUST08786,1,MALE,28,No,Yes,No,0
CUST08787,1,MALE,44,No,No,Yes,3
CUST08788,1,MALE,41,No,Yes,Yes,1
CUST08789,1,female,56,No,No,Yes,0
CUST08790,1,female,35,No,Yes,No,0
CUST08791,1,FEMALE,62,No,No,No,0
CUST08792,1,MALE,29,No,Yes,Yes,2
CUST08793,1,Male,66,Yes,Yes,No,0
CUST08794,1,MALE,48,No,No,No,0
CUST08795,1,FEMALE,39,No,Yes,No,0
CUST08796,1,MALE,61,No,No,Yes,2
CUST08797,1,Female,81,Yes,No,No,0
CUST08798,1,MALE,42,No,No,No,0
CUST08799,1,Male,68,Yes,Yes,Yes,0
CUST08800,1,FEMALE,24,No,Yes,Yes,2
CUST08801,1,FEMALE,23,No,Yes,Yes,1
CUST08802,1,Male,41,No,No,No,0
CUST08803,1,FEMALE,36,No,No,No,0
CUST08804,1,MALE,26,No,Yes,No,0
CUST08805,1,FEMALE,53,No,No,Yes,2
CUST08806,1,MALE,57,No,No,No,0
CUST08807,1,FEMALE,41,No,Yes,Yes,3
CUST08808,1,MALE,65,Yes,No,No,0
CUST08809,1,MALE,80,Yes,No,No,0
CUST08810,1,Male,70,Yes,Yes,No,0
CUST08811,1,Male,71,Yes,Yes,No,0
CUST08812,1,female,59,No,Yes,No,0
CUST08813,1,Male,62,No,No,Yes,0
CUST08814,1,MALE,31,No,No,No,0
CUST08815,1,MALE,46,No,No,No,0
CUST08816,1,FEMALE,23,No,Yes,Yes,0
